right_eyebrow_1,right_eyebrow_2,right_eyebrow_3,left_eyebrow_1,left_eyebrow_2,left_eyebrow_3,right_eye_1,right_eye_2,right_eye_3,left_eye_1,left_eye_2,left_eye_3,right_cheek_1,right_cheek_2,right_cheek_3,left_cheek_1,left_cheek_2,left_cheek_3,mouth_1,mouth_2,mouth_3,nose_1,nose_2,nose_3,jaw_1,jaw_2,jaw_3,label
#a78a8e,#cfb8bf,,#a7919e,#665461,,#393445,#71778d,,#443f4e,#828499,,#e5ccd7,#ecdbe4,#dbbcc6,#f3e2e9,#f1dce2,#eed2d9,#cc8bb1,#d9bfd6,,#ead6de,#d3abb5,,#e3c9d3,#7b5759,,winter_bright
#665d64,#988b8c,,#6e6468,#a39596,,#464149,#857b82,,#504a51,#8c838b,,#d8c0bb,#e4d1d1,#bea7a2,#d8bfba,#c5aca5,#ab9693,#b97e87,#7a484e,,#d4beb5,#7d6661,,#c5afaa,#736164,,winter_bright
#614440,#917272,,#402e21,#5a493a,,#492c23,#7d5c58,,#372115,#5d4738,,#8c6b5a,#8c6f5d,#8a6855,#c39f9d,#aa837f,#b7928f,#673e36,#9a6b6a,,#8f6d61,#ae8e86,,#bc9896,#7a5c4e,,winter_bright
#7d6254,#bfa397,,#392a20,#6f594b,,#997b6f,#311c15,,#503b34,#1e0d08,,#d2ac9d,#bf9c8c,#9c7c6b,#e0c1b6,#d5b0a2,#c29c8b,#583128,#a87b74,,#d8bab1,#5e3f31,,#c9a596,#7b5d4d,,winter_bright
#6a5242,#b29887,,#524539,#b8a99b,,#aa8c7b,#4d3121,,#decdc1,,,#a88e7c,#f8e8db,,#f6e5d5,#ecd4bf,#ddbea4,#664b3d,#c9ac9d,,#d8c3b5,#5a3d2e,,#dcc1ab,#735a4a,,winter_bright
#877067,#c8b0a2,,#a29088,#322522,,#bbafa9,#3b312d,,#c1b5af,#594741,,#f9e1d9,#f4d6d0,#e9c6bc,#f8dcd2,#ecc8c0,#d0ada6,#d98289,#ae4652,,#e2c3b6,#7e5a4c,,#e5c8bc,#966d67,,winter_bright
#4b3c3a,#8e7c74,,#493936,#79655e,,#2c2123,#786c6d,,#342527,#867979,,#c0a79e,#b3968a,#a07e75,#ccb2a6,#4c3733,#b89d90,#c2868a,#85464b,,#c9aca2,#98746e,,#bea194,#5e443f,,winter_bright
#775d5c,#a98e8e,,#6a4f4e,#a08079,,#321f26,#9d8890,,#342027,#a08786,,#f4d9cf,#c6a19a,#906b67,#efdedd,#d6b3ae,#be8e89,#d38a98,#873c48,,#f6ded3,#9b695d,,#e0beb7,#633d45,,winter_bright
#30292c,#68585b,,#50464c,#86787b,,#252025,#797684,,#141011,#1a1215,,#ac908f,#b49997,#9b8080,#977d7d,#7d6567,#5d4847,#7b4761,#58293f,,#a38888,#60454a,,#9b8281,#5e4348,,winter_bright
#886f6f,#b49d9b,,#998283,#2a2127,,#32252c,#857881,,#3b2c31,#9c8890,,#fbf1eb,#f9e6df,#f4dad2,#f7e1db,#e4c6c5,#bfa3a6,#753f4f,#cd899c,,#8f6664,#f4e0d4,,#e3c9c2,#88676b,,winter_bright
#766e6d,#2e2726,,#55483b,#807264,,#736a67,#372e2b,,#382f2c,#73665d,,#b4a295,#b29d8f,#ae9687,#b5a7a4,#a18b84,#b09a93,#9a7976,#845f5c,,#b5a695,#9c8878,,#a28f83,#493c37,,summer_mute
#5a4643,#957d78,,#775f5b,#a58b86,,,,,#161115,#514243,,#e1c2bd,#dbb7b1,#cfadae,#d0b1ad,#a17e7a,,#b8737a,#93454f,,#ceb3ab,#896c65,,#bd9c98,#3e2c2c,,summer_mute
#514136,#2d1f1a,,,,,#a6897e,#74594b,,#c8afaa,#3e2f2b,,#ebd7d1,#d6bdb0,#b89a89,#e1c7c2,#806052,,#d5a3a5,#a56e6c,,#e2c9c4,#9c8075,,#e3cac3,#9e7e72,,summer_mute
#342b27,,,#9e8d7f,#655348,,,,,,,,#c5b19f,#9f8873,#664f3d,#c7b59e,#9a836d,,#9f7c73,#725049,,#d5c6b1,#99816d,,#bda995,#705a4b,,summer_mute
#b28d7f,#bf9a8c,,#715951,#312f31,,#6e5048,#977b72,,#7e6361,#584846,,#c18f79,#946956,#483733,#d5a38b,#cf9e86,#c5987f,#814a3d,#b37769,,#c79a86,#7d5341,,#ba8c79,#352522,,summer_mute
#483f3c,#9f8f89,,#594a49,#907e7b,,,,,,,,#dfd2cf,#d7c7c1,#c5b0a9,#d7c6c0,#9d8882,#bba7a2,#ba9aa2,#83666b,,#d5c5c0,#a48f8a,,#d2c3be,#947c79,,summer_mute
#937770,#2e2223,,#7b605b,#a1837c,,#302327,#544345,,#33282d,#5a484b,,#efd4cf,#e9ccc3,#e3c2b9,#dcb7b0,#282022,#7b5d5b,#be7473,#8e4b4c,,#e7cec5,#ab837a,,#cca79f,#443231,,summer_mute
#836e64,#c4b2a8,,#938174,#1a120d,,#806c63,#a8938a,,#79645b,#937c73,,#d9c4ba,#c2ada1,#9b8981,#dbc8be,#e5d3c8,#cab7aa,#a4867a,#bd9e95,,#d0baaa,#b49e8d,,#c1aa9f,#574742,,summer_mute
#765955,#bc9f97,,#5e4257,#9b7a8e,,#3c2a2a,#9b7e7b,,#886b79,#2f1f27,,#e2c5ba,#d2b0b0,#be9abb,#eed0c4,#e2c1b3,#d3b0a5,#824959,#c79299,,#d7bab7,#926d77,,#d3b1ac,#97759a,,summer_mute
#6d5f56,#96847b,,#625651,#887a72,,#423a35,#716460,,#746761,#8e8177,,#c6b2b0,#b49c9a,#9c827e,#ccb9b4,#c4aea6,#d4c2bf,#b68a88,#955d5b,,#c6b4a9,#ac9287,,#bca79f,#5b4844,,summer_mute
#c4afa9,#8d7772,,#5f4a3f,#88716a,,#9a827e,#47302d,,#4e372f,#ac9492,,#906e5a,#b28c80,#d9b7af,#f4e7e0,#d5bcb3,#e7d2c8,#c7a1a4,#6b413b,,#7e5c54,#d6bdb5,,#8b6a5c,#e2ccc5,,summer_mute
#4e403e,#bea8a4,,#514545,#9b8585,,#755c59,#a58b8a,,#886e6b,#432f2b,,#e3cfc7,#d7bdb4,#c8aba2,#d1b6ac,#c0a096,#ac8a80,#c19393,#9a6566,,#dfc9c4,#7f5a53,,#d0b6ad,#987871,,summer_mute
#8e7574,#aa9192,,#a79190,#c2aaa8,,,,,#543e3f,#8c7272,,#d3b6b0,#e5c5c5,#af918e,#dbbebe,#cbadad,,#ba8a91,#96676d,,#d7b8b9,#9e7c7e,,#d3b5b2,#a2807e,,summer_mute
#725e5f,#3d2d2c,,#957a79,#c0a6ab,,#21151a,#7d666c,,#61494e,#b8a0aa,,#eccac4,#c3a299,#634539,#e5bcb3,#c8a19d,#9d8080,#6c3f40,#c98d8b,,#eccfcd,#6c4844,,#ceada7,#503733,,summer_mute
#a28074,#251d17,,#b49688,#907063,,#a68e87,#3b261f,,#ab9187,#443028,,#e0c1b7,#b99184,#956f5f,#d4b7ad,#e1c4b9,#e9d1c5,#c28584,#683430,,#e9d3ca,#7e5a4c,,#d0b1a5,#6a4a3f,,summer_mute
#342327,#6f5657,,#433434,#93756f,,#835f5d,#896764,,#9a797b,#917070,,#e3bead,#d2ac99,#c4a08a,#caa093,#b79084,#a5766f,#ae7575,#834a4c,,#dab4a1,#9c6860,,#cda796,#99766c,,summer_mute
,,,#281e1e,#493d3a,,#3d3e43,#acaeb9,,#423b3f,#afaeba,,#977059,#d2c5c6,#b5988f,#e2e1e8,#dedae0,#d9d1d6,#c794a9,#875563,,#d0c0bf,#947167,,#d0c3c4,#876759,,summer_mute
#aaa8a3,#706d70,,#343d45,#676667,,#333b46,#89888c,,#26333e,#4a5e69,,#aca3a2,#b7aeae,#978e8e,#cfc6be,#c5bab4,#dad2c9,#82636d,#a48b93,,#b9b0ab,#897e7a,,#bfb6af,#756d70,,summer_mute
#513d37,#947c73,,#6b5454,#a88e90,,,,,#1f1716,#68585e,,#b6939a,#dec0bf,#96748d,#edd1cb,#dabdb2,#9a7a6f,#aa7578,#633531,,#ceb1b0,#70514c,,#cbacaa,#856576,,summer_mute
#5e4b42,#8d776c,,#7b6459,#a38c80,,#3d322e,#8d7f7c,,#403532,#93847f,,#e1c7bd,#b19990,#564238,#c1a59c,#c9ada4,#cfb3ab,#c18180,#934d4b,,#eddcd7,#a5897d,,#c8aea4,#624b42,,summer_mute
#605057,#9d8586,,#977a70,#473435,,#7b5b5a,#af908f,,#714d45,#cfa7a1,,#f2c5b0,#bd9e90,#dfb69f,#f4d9cd,#f8e3dd,#f6eaef,#dba6a5,#b57570,,#eac6bc,#b78f83,,#eecec7,#ad8a7f,,summer_mute
#735748,#b89d8d,,#a18c7e,#554338,,#ab958d,#422924,,#382924,#8f7d73,,#cdb5a2,#d8beaa,#b49986,#d6bdaa,#cfb19a,#dac5b5,#af8378,#73433d,,#c9ae9b,#735543,,#c9ae99,#835e50,,summer_mute
#55423a,#766156,,#7b655b,#aa9489,,#312928,#726462,,#3d3030,#88736d,,#dabead,#e7d0c0,#d0b19f,#ab897b,#ab8d7e,#a58575,#83534a,#c4948b,,#e3cdbd,#a78473,,#987a6d,#dbc2b2,,summer_mute
#957560,#bea18a,,#a2826e,#caab98,,#3c322b,#977f74,,#9a8176,#392c27,,#ecdacf,#e4ccbb,#d7b7a3,#e8d1c2,#dfc2af,#ccaa94,#be8473,#915442,,#dfc7b5,#8d6956,,#dabfad,#9c7662,,summer_mute
#8a6f64,#9e7f74,,#9e837c,#684b42,,#816961,#65524a,,#967a6f,,,#b9958a,#cca99e,#98756a,#b39688,#c6a797,#a08273,#855753,#ab7976,,#d4b4aa,#8c6960,,#b59489,#634840,,summer_mute
#9f897b,#bda89d,,#948279,#b8a79d,,#9b8984,#54433e,,#4c3d36,#978985,,#c7afa3,#cab4aa,#c0a89e,#cbb1a3,#d9beaf,#e3ccbc,#b58982,#99645f,,#c3ac9f,#977c6f,,#cab3a4,#a28276,,summer_mute
#3b2521,#1d0e0a,,#1c0d0a,#37241e,,#b29087,#3e2723,,#9c6c61,#b79287,,#e9c7b4,#dfb8a3,#c2967c,#e6c8b6,#edd0bf,#f3dcd1,#d08384,#733833,,#dfb9a8,#835340,,#e1beac,#9f7360,,summer_mute
#674234,#be9786,,#653f30,#c19987,,#3c211d,#936e65,,#3b1d1a,#967167,,#cda18d,#e9bfa9,#dcb29d,#e1baa7,#cca491,,#bd8782,#643636,,#d1a795,#5e3323,,#dab29f,#88635a,,summer_mute
#b6aea7,#91857a,,#2e2723,#504742,,#a59792,#573e36,,,,,#c6b3a4,#938070,,#ded1c6,#e7ddd7,#d3c2b1,#9f5e61,#c19092,,#cab8ab,#988273,,#d6c7bb,#957d72,,summer_mute
#6a5751,#a59187,,#67544c,#9d877b,,#2b2428,#7b6f70,,#251b1c,#685755,,#d5c2b7,#c7aa99,#b58e7c,#d6c6bc,#c7a797,#ad8372,#ba9a95,#684440,,#d7c5ba,#8f675a,,#ceb8ab,#9f786a,,summer_mute
#523734,#815c52,,#38292b,#5a3e40,,,,,,,,#d3b2a2,#ba9380,,#d0b2a5,#c6a898,#b28f7c,#b68579,#854745,,#d0afa1,#ab7e69,,#c6a69a,#7b544c,,summer_mute
#8d6d65,#b1938a,,#70544e,#967971,,,,,#201317,#483a3d,,#d0b4ab,#ac8d83,#765c58,#e3cdc4,#dcc2b7,#d0b0a6,#a4706c,#683a37,,#d1b5ac,#734f4a,,#cdb0a5,#82625b,,summer_mute
#3b221c,#5e433d,,#45231a,#906e68,,#826766,#331614,,#967880,#4c3336,,#c8a295,#5b4268,#1a0605,#e3c2b9,#d1afa4,,#c97981,#833a3c,,#e2c1b7,#794837,,#cba298,#4e2922,,summer_mute
#5f4740,#ad918a,,#56403b,#8f7770,,#3c2f30,#9a8383,,#5f524f,#998583,,#f3e1e1,#edd3d2,#e5c8c2,#ebd1d0,#f5e2e3,#dbc4c2,#a85f61,#d28d94,,#f0e1e0,#9d7f75,,#e1c9c5,#9c7b77,,summer_mute
,,,#392925,#906e61,,#a68f8d,#3b2b2b,,#a88c8a,#4c3935,,#b4948b,#c99e91,#dbb0a6,#f6d6d6,#eac8c2,#dab5ac,#ad6972,#d89fa4,,#e7cbc9,#ad7f73,,#e0bdb7,#ac8680,,summer_mute
#8a6d5c,#ab907d,,#433439,#6c5e65,,,,,,,,#c3a390,#a4806f,,#c4a78d,#ba9a81,#a8846f,#ac7f74,#8c6154,,#987462,#c6a694,,#c2a793,#9f8171,,summer_mute
#a98c7e,#6a5249,,#62493c,#a5897a,,#836356,#b39383,,#422922,#b49388,,#ecc5b5,#f6d7c8,#ddb4a4,#f1cfbd,#e3b8a8,#cca093,#cc8f89,#98605b,,#ebc4b3,#a67c6f,,#e0bbaa,#a17970,,summer_mute
#765741,#34281b,,#1a1510,#614837,,#211e1b,#6d6a6a,,#6d5a54,#1c1916,,#d0ad9f,#d8b7b1,#caa08e,#b3816b,#a9795f,#976e55,#89413a,#ba6767,,#caa28f,#8c5d48,,#c8a697,#966c57,,summer_mute
#bd9c88,#a07f6c,,#8d6d58,#b2917a,,#3f241c,#9f7b75,,#37221c,#957872,,#c49880,#ddb39d,#ad7e66,#c1987e,#d7ac97,#93644b,#b4877e,#49281f,,#dcb49f,#7a4f3d,,#c69f89,#845d4a,,summer_mute
#bda296,#927a71,,#a48a80,#cdb1a5,,,,,,,,#cca492,#ecc4b7,#a68475,#f8dad3,#efc4b5,#cd9e8e,#d89b9c,#a36b6a,,#eac3b4,#825c52,,#deb6a7,#927267,,summer_mute
#917264,#bb9788,,#907163,#b39181,,#ac8983,#412722,,#a58480,#3b2924,,#d1a18d,#ad836f,#ecbfad,#ecbfaf,#daa895,#bf917e,#bc8b85,#523732,,#dbab95,#865c4b,,#d4a793,#8d6a5b,,summer_mute
#362c3b,#7f6f79,,#221927,#6b5b62,,#c7b2b6,#726167,,#d9bcba,#b7a3a5,,#d8bdba,#c8aba8,#ac8e8d,#f0e3dd,#baaead,#8e7a77,#785862,#c8a0a3,,#e0d1cf,#6f5551,,#dbc1bd,#7b6064,,summer_mute
#2a1c10,#574637,,#201208,#3d2c1e,,#291a11,#64544d,,#1e0e07,#4e3b33,,#a28773,#8c7462,#bfa593,#896d59,#d0b7a3,#ad937e,#69453f,#96736d,,#d2bca8,#7d634e,,#836857,#bea795,,summer_mute
#dfbfa2,#b5927c,,#9e7c67,#be9b85,,#dac1b3,#4c362e,,#4a3430,#d3b8aa,,#f5d1b0,#ecc5a3,#d8b091,#f7d9b4,#f9e5c0,#fbefda,#e0a18b,#be7964,,#dcb495,#f6dfbf,,#eac9a9,#9c755d,,summer_mute
#8d746c,#b39a90,,#9d7b6c,#ccb09f,,#b99c99,#79605e,,#3f2d29,#7b6765,,#b38e7b,#ddc4b7,#815d4d,#e3d0c7,#caaa9e,,#c59692,#905956,,#c9a799,#81574c,,#cdafa1,#79584a,,summer_mute
#a67884,#513851,,#84576f,#a37995,,#90738a,#392542,,#9a7e96,#4e3a5b,,#e1b2ab,#d6a6a0,#be8f91,#e3b2ab,#d5a098,#b0827f,#b27282,#653450,,#dfbbba,#a8757d,,#cfa1a1,#764f66,,summer_mute
#5f4d49,#96817c,,#968783,#544846,,#8e7b7c,#2a1c1c,,#382624,#9e8d8b,,#403737,#eddad4,#9f8e8a,#e8ccc4,#ebd2ca,#e3c6bf,#c59198,#9d5965,,#e0c3b9,#bb9b91,,#d3b8b2,#504141,,summer_mute
#74584c,#301b13,,#836251,#bd9d88,,#7c5f51,#a58370,,#9f7c6d,#3f2923,,#ddb59c,#b58f7a,#eecec0,#dbb29b,#bb9987,,#c48482,#8e5450,,#ddb6a4,#b3876f,,#d3ab96,#765246,,summer_mute
#8a6961,#3e2624,,#b49085,#56403e,,,,,#5d3e31,#bea195,,#edc9ba,#6c4a41,#b48e82,#e0b9ab,#c6a396,#a68276,#804f4f,#cd9d96,,#eecdc0,#875e58,,#dbb5a8,#6b4c4a,,summer_mute
#a58479,#dfbbac,,#ccae9d,#9d7e6e,,,,,#260c02,#533a2d,,#eac3b2,#c7a595,#d9b3a2,#f4cdbb,#ebc1ae,#d1a28f,#b68d82,#886152,,#d4b09f,#734c3c,,#d2ae9d,#886b5e,,summer_mute
#806f6a,#af9a94,,#7e7069,#ad9b95,,#816f74,#2b201b,,#3c302e,#9d9496,,#dcc7be,#cfb7ab,#b49e93,#d3bfb6,#cfbab2,#d9c9c3,#c1a5a4,#906e73,,#d8bdaf,#b2978d,,#c8b2aa,#806c69,,summer_mute
#422e2c,#6d5655,,#8f7574,#b19da0,,#674f4e,#8f7877,,#977b7f,#755e60,,#cbafaa,#b49891,#dac0c7,#bb9fa1,#967e84,,#9d626e,#b88a99,,#c7a8ac,#ac8e8b,,#c0a3a2,#806264,,summer_mute
#948c8b,#bdb2b0,,#bdaaa0,#978780,,#9f928e,#756864,,#917d75,#63524c,,#e0cbc0,#d3bdb1,#c1ac9e,#e4d8d2,#dacfc6,#d0c3bc,#bd9e9b,#97726f,,#dfccc3,#bea597,,#cfbcb1,#74635c,,summer_mute
#7f6968,#ab948f,,#c4aba1,#98776d,,#896d69,#493937,,#634d4a,#8c706b,,#decac1,#d4b7aa,#c9a698,#d3c0bb,#ccb3ab,#c2a297,#b98f89,#8b5e58,,#d3baaf,#8e6a5f,,#d2b9ae,#a07d74,,summer_mute
#d3ab8b,#edc19f,,#a17454,#cda482,,#39261c,#ae9280,,#34241a,#aa8d7c,,#f4d0af,#e1b997,#c49a77,#f8dabb,#f4cfac,#e7bc98,#c28170,#864637,,#f5d8ba,#b37d5b,,#e5be9c,#94674c,,summer_mute
#a78d7c,#684f43,,#684e41,#baa18d,,#674e4c,#352522,,#382924,#6c504c,,#dfbaac,#d4ab9d,#c29b88,#e0bbaf,#e9c9bf,#cfa697,#854c4a,#aa7475,,#e1c1b6,#8b6253,,#d4b2a3,#8c675a,,summer_mute
#55433e,#97857a,,#ae9b91,#725e56,,#a5928c,#715f5a,,#322627,#998983,,#e8d3c7,#cdb5a5,#99806e,#e8d6cc,#e4cfc1,#d4beaf,#ca9aa1,#865b5d,,#ddc9be,#aa8a7b,,#d4bcb1,#58433f,,summer_mute
#35353d,#736c70,,#4b4b53,#7f7a7e,,#2d2f38,#6e6c72,,#31353f,#76777e,,#dcd3d5,#cec5c7,#e6e1e7,#c6b7b5,#cfc2c0,#bdabab,#92737c,#cbb5bd,,#e9e6e6,#c0b5b1,,#c9bebf,#5e565c,,summer_mute
#a36c61,#5a3432,,#d5a9a3,#a87e79,,#825c5b,#492524,,#997175,#533033,,#e7b2a3,#eebeb4,,#d69380,#c48072,#e4ada0,#a65553,#cb7f7c,,#dfa99a,#734037,,#e5b2a5,#a6675a,,summer_mute
#a4836d,#897163,,#ba9888,#775a4f,,#49322d,#76625a,,#856962,#48352f,,#c49881,#dbaf98,,#a88573,#cb9f8a,#dfb29b,#c6867b,#ab665e,,#cda38c,#a77d68,,#cea38a,#886555,,summer_mute
#4e3836,#7a6161,,#624e4f,#917d7f,,#745a57,#a78a88,,#2d2528,#897578,,#d7b7b6,#bc9d9c,#edced1,#debebb,#bb9692,#7c5c5c,#ae7684,#704048,,#e7cdc9,#997677,,#c09f9d,#3e2827,,summer_mute
#442f22,#624b3b,,#634c3e,#836b5c,,#25140c,#38251b,,#2a180d,#433124,,#caac96,#c1a38d,#b3937c,#907461,#7c6251,#9b7e6a,#936e5f,#674335,,#cdb29c,#9c7e68,,#b89a83,#684e3f,,fall_dark
#9f7f7e,#c0a2a2,,#ac8a8a,#674641,,#bb9eab,#614952,,#6c505b,#b99ca5,,#e4cacb,#dbb9bb,#d2aaad,#e9d2d4,#e0c3c1,#ceaaaa,#a56071,#d099a5,,#dfc0bf,#c39e9e,,#d4b3b4,#7f555a,,fall_dark
#341a1a,#8a5e56,,#895b4e,#c39c93,,#b79ca2,#705258,,#69545b,#c1adb3,,#f8edeb,#f6e8e6,#f1dedb,#dbbebb,#ceaaa5,#bb948b,#dfa3aa,#a0545d,,#e9d0cb,#9a6c61,,#e2c8c5,#976f67,,fall_dark
#5b3f35,#21130f,,#cdb1a1,#a37f6a,,,,,#58433d,#372522,,#c39e87,#ceac99,#d8baab,#d0b4a5,#937767,,#aa7f72,#6f4b40,,#d2b7a9,#987969,,#caa996,#856657,,fall_dark
#7c5542,#b18d7c,,#a37e6e,#654234,,#9a726c,#482f2a,,#a78c83,#3b201a,,#dcc2b0,#d7baa5,#cdae98,#d9beb1,#ccaa97,#bc947c,#935350,#c59791,,#cfaf9b,#a07461,,#c3a08e,#764c3d,,fall_dark
#9e9387,#6f6159,,#544743,#8f8174,,#a5958b,#6e5f5b,,#a38f85,#6f5d5c,,#d1c1aa,#c9b9a3,#beac98,#aca59f,#d3c9b7,#beb6aa,#a3877f,#644847,,#cdbeaa,#6b5552,,#beb09f,#7f6e68,,fall_dark
#683623,#9b6851,,#604032,#956e54,,#3e211d,#a37b6d,,#321d1a,#70544f,,#b9907f,#d4ab8c,#c59c88,#f9e3c3,#f5d4a8,#904a2f,#dc937d,#98554d,,#e7b991,#a77760,,#eac39d,#865643,,fall_dark
#90756b,#664b42,,#37201b,#edd0c8,,#d0b7b0,#6a4a3f,,#998079,#482d25,,#d8a994,#c09985,#ab8672,#dfbba5,#eccbb6,#f5dbc9,#a36862,#e09f9a,,#ebc5b2,#ab8373,,#e3c0ad,#987466,,fall_dark
#a38e80,#cfc0b6,,#594b41,#8e7f72,,#6f5e5a,#a69793,,#897971,#56473e,,#c4b1a4,#b5a094,#aa9386,#eed6cc,#e1cabb,#c9b1a1,#9a6e66,#cab4ab,,#c5b0a0,#a5907f,,#d0baab,#7f675d,,fall_dark
#4c3427,#b69e8d,,#1d150e,#271e15,,#a78a82,#4c332b,,#22150e,#331f16,,#b8957e,#a5836d,#cfad98,#dbbda9,#c4a28d,#8b614f,#c99f9c,#774a45,,#d0af9f,#7d574a,,#c8a999,#866354,,fall_dark
#af897c,#c6a497,,#b7968b,#65463e,,#7d5c57,#ba9793,,#b89b97,#83615c,,#ead3d1,#c9a79c,#7d584d,#ebd3d1,#dbbdb4,#c9a698,#ae7571,#d0a3a0,,#eddad4,#ba9587,,#d4b4ab,#6b4b41,,fall_dark
#6b4d41,#aa8674,,#805e4f,#c19985,,#372d2d,#ac9c9b,,#9e8179,#342623,,#e6b29c,#dca890,#ecc7b5,#daa893,#d4a38d,#e3b29e,#c4756d,#a6433b,,#cd9e87,#624134,,#d7a68f,#a06958,,fall_dark
#ae988d,#69554d,,#6c5951,#bba69b,,#9c8581,#331f1e,,#362623,#a38982,,#f2e6df,#eedcd2,#e7cebd,#e7cebf,#d1b2a3,#a5877b,#953432,#c37978,,#e0c8be,#806359,,#d5baad,#6e443d,,fall_dark
#332e3e,#786464,,#c8aea6,#8b7372,,#93848e,#3d323f,,#514249,#b19796,,#f1dfd3,#e7cdc1,#dab6ab,#d8aca0,#654058,#a5756d,#c09492,#754d5a,,#eed5c7,#927576,,#dfc1b6,#765b60,,fall_dark
#432920,#75594e,,#857168,#443935,,#3e2e2b,#7b655c,,#8e7772,#40332f,,#d4b3ac,#bca097,#9e837a,#a88376,#cfa99f,#bb9487,#b56968,#7b3935,,#e4ccc4,#936e60,,#c5a59c,#6f5047,,fall_dark
#a4765b,#714631,,#593e2d,#8a614d,,#342421,#90817d,,#2c1e1d,#86736d,,#e3ae96,#bb7c60,,#d19973,#be8662,#e2aa87,#c7786a,#a24f42,,#d9a289,#9d614a,,#ca9171,#7d4b35,,fall_dark
#684d48,#aa8c83,,#8f7166,#ae9288,,#37201f,#a48885,,#452e2d,#8a7271,,#dbb7a7,#e5c2b3,#f1d1c7,#debeb1,#dbb7aa,#d4afa1,#aa7b77,#d7ada9,,#e7c8bd,#bc958a,,#debcaf,#967167,,fall_dark
#4c3229,#896e60,,,,,,,,,,,#ccb0a0,#be9c87,,#d2b6a7,#67564b,,#b4897e,#43231e,,#ccac9b,#905f48,,#caaa94,#774b37,,fall_dark
#c1a5a8,#85666a,,#b1979c,#60474c,,#695c6b,#bfb1ba,,#b4a1aa,#514653,,#efd4d8,#e4c6c9,#d4b8b9,#f0d6d8,#ebced0,#e6c9c8,#db99a2,#bd6071,,#e4cccc,#ae8889,,#dfc3c4,#7c5c65,,fall_dark
#453b33,#5b4f44,,#4e4239,#786a5b,,#544741,#211f1f,,#242323,#5c554e,,#98816b,#b0a18b,,#7a6451,#9d8a75,#8e7863,#634238,#8f7061,,#afa18b,#786250,,#927e69,#604d3f,,fall_dark
#886e61,#c6ad9c,,#594339,#b79881,,#3b2922,#c7bab2,,#443029,#d0c5bf,,#f8dcc4,#f6d3b8,#efc8ac,#f9e8d1,#f5d4b8,#e0bc9f,#cf887f,#ab5b52,,#e6bfa8,#a57c67,,#eacab1,#936b5b,,fall_dark
#5c626d,#24222f,,#a6887c,#d5bdaf,,#120b21,#1c1022,,#8b7570,#392c34,,#e3c9b8,#dabaa6,#cca995,#373c46,#c2afa1,,#bc7d79,#341e27,,#d7bcad,#736965,,#d3b4a2,#3f3a41,,fall_dark
#5c474c,#31202e,,#bba5a9,#5e4247,,#6d5b65,#a7929a,,#c1a7aa,#af9093,,#e2c8ca,#bfa3a5,#9b7e83,#f1dadb,#e5cecd,,#dd97a3,#c4697a,,#e7d0d0,#b28789,,#e0c4c5,#7b5c63,,fall_dark
#ae8a8d,#76473f,,#b48c8b,#9a6459,,#917a85,#44333f,,#947b86,#372231,,#e1c1c3,#d0b3b5,#be9c9e,#ddc0c1,#e2c7c9,#d5babb,#c68b98,#a64d5a,,#dac4c5,#ac8a8a,,#d0b3b4,#7e555a,,fall_dark
#453632,#71605b,,#a7968d,#77665e,,#362a27,#9b8984,,#3b2e2a,#a89a96,,#dec5ba,#cfb3a8,#ba9c93,#bea097,#a48982,#8a716b,#aa827f,#6e4947,,#e1c8bd,#695048,,#c1a79e,#66534f,,fall_dark
#533936,#3a2325,,#846861,#967b73,,#3b2929,#81706c,,#887672,#413235,,#cbb3a7,#c4ab9d,#b09586,#d0b8b0,#a78678,,#7e363e,#542023,,#cdb6ad,#926f65,,#bfa599,#6f4744,,fall_dark
#7f5f56,#5a3930,,#725349,#9b7b71,,#523531,#281412,,#493536,#cbb1b6,,#b89086,#dcb5ad,#f1cfc9,#fcf4f0,#f3d6cd,#d2a89e,#dda6aa,#8f514f,,#e7c8c2,#a5776e,,#e9ccc6,#9e756b,,fall_dark
#5e4333,#311c11,,,,,,,,#210f0b,#73625d,,#bf9e84,#321b13,#93705e,#ddc2b2,#8e6a58,,#bb8282,#79433d,,#ddc3b4,#815a49,,#caa996,#6d4c3e,,fall_dark
#372a1f,#7f6551,,#8e705b,#c9af9e,,#7c6559,#31231b,,#b09990,#4b413e,,#f2d0bc,#f8decf,#deb59f,#eccdba,#dbb7a0,#7c7068,#d18e84,#ab5d53,,#f2d4c4,#c39e8b,,#e2c4b3,#956d5f,,fall_dark
#6d5750,#a68d80,,#c7afa4,#7e6a62,,#4b3935,#9b7b74,,#5c4844,#c7a69f,,#f8dbc9,#edc7b1,#d1a28b,#946a5c,#b78b7a,#e1bcab,#8c605d,#d7a5a2,,#f5e2d4,#8b685f,,#debeaf,#886258,,fall_dark
#412311,#794124,,#a3673c,#6d3b1c,,#421f0d,#6e4830,,#351a08,#6a4533,,#c98958,#b67447,#8b4e31,#ac663d,#b87447,#9c5733,#8b3f26,#ac6442,,#eec290,#a66139,,#ae6e44,#4e2a19,,fall_dark
#58372b,#946c5a,,#8d6758,#5a3a2f,,#371916,#875951,,#875a55,#32140f,,#b57e6c,#ca8874,#dc9986,#c3806a,#aa6d58,#d99886,#b16563,#893f41,,#da9e85,#9d6152,,#b9816e,#875649,,fall_dark
