right_eyebrow_1,right_eyebrow_2,right_eyebrow_3,left_eyebrow_1,left_eyebrow_2,left_eyebrow_3,right_eye_1,right_eye_2,right_eye_3,left_eye_1,left_eye_2,left_eye_3,right_cheek_1,right_cheek_2,right_cheek_3,left_cheek_1,left_cheek_2,left_cheek_3,mouth_1,mouth_2,mouth_3,nose_1,nose_2,nose_3,jaw_1,jaw_2,jaw_3,label
10389627,12363932,0,9732729,12101533,0,10127491,5456445,0,4996406,9931141,0,13086628,12626078,13284522,13349283,14270127,14929084,10184289,11963268,0,12823711,9927791,0,13284260,10649974,0,summer_mute
3810592,1838602,0,1772810,3613726,0,11702407,4073251,0,10251361,12030599,0,15321012,14661795,12752508,15124662,15585471,15981777,7616820,13730949,0,14662312,8672065,0,14794412,10515553,0,summer_mute
6767156,12490630,0,6635312,12687751,0,3809308,9530467,0,3874074,9859431,0,13476237,14529438,15384490,14793383,13411473,0,12618117,7816773,0,13739925,6173475,0,14332575,8938587,0,summer_mute
12038055,9536891,0,3024675,5261122,0,10852242,5717558,0,0,0,0,13022116,9666672,0,14602694,15195606,13877937,10510179,12751508,0,13285547,9994867,0,14075835,9862770,0,summer_mute
6903377,10784902,0,6771788,10323835,0,2498340,6971233,0,2497564,6838358,0,14074807,13151387,11964286,14075580,13150360,11436914,12163476,6767423,0,14140858,9398106,0,13547434,10385513,0,summer_mute
5322547,8412241,0,3680555,5914176,0,0,0,0,0,0,0,13676447,11700340,0,13545891,12624015,10583143,11896184,8668740,0,13676449,11239017,0,13018778,8082508,0,summer_mute
9268581,11637642,0,7361614,9861489,0,0,0,0,2167832,4799550,0,13677482,11308163,7756888,14929348,14467511,13611174,10776684,6830647,0,13743532,7556938,0,13480101,8544603,0,summer_mute
3875356,6177597,0,4530970,9465448,0,9269873,4729641,0,9861248,4993846,0,13148821,5980776,1705477,14860471,13610658,0,13204098,8731453,0,14926520,9264460,0,13345432,5122338,0,summer_mute
6244160,11374986,0,5652539,9402224,0,3944240,10126211,0,10061187,6246991,0,15983587,15718358,15322312,15520465,16114403,14665669,11034465,13798804,0,15786464,10321781,0,14731460,10189430,0,summer_mute
0,0,0,3746085,9465441,0,10915725,3877675,0,10782853,4534831,0,11834507,13081999,14331812,16177111,15452612,14399150,11627637,14329000,0,15190985,11370355,0,14728888,11372416,0,summer_mute
11046523,8874842,0,4404281,7102053,0,0,0,0,0,0,0,12821392,10780783,0,12822413,12163457,10978415,11304820,9199956,0,9991266,13018772,0,12756882,10387569,0,summer_mute
11111550,6967881,0,6441276,10848634,0,11176057,7821131,0,4335906,11834248,0,15517109,16177096,14529700,15847357,14923944,13410451,13669260,10446176,0,15451315,10910831,0,14728106,10582384,0,summer_mute
7755585,3418139,0,1709584,6441015,0,2170395,7170666,0,7166548,1841430,0,13675935,14202801,13279374,11764075,11106655,9924181,12150374,8863801,0,13279886,9133128,0,13149847,9858135,0,summer_mute
10715758,12623755,0,9268311,11702650,0,4138012,10451829,0,3613212,9795698,0,13476233,11633515,14990505,12687486,14134423,9659467,11831166,4794400,0,14464159,8015677,0,13016969,8740170,0,summer_mute
12427926,9599601,0,10783360,13480357,0,0,0,0,0,0,0,13411474,15451319,10912885,16243410,15713461,13475470,14195612,10709866,0,15385524,8543314,0,14595751,9597543,0,summer_mute
9532004,12294024,0,9532003,11833730,0,11307395,4269858,0,10847360,3877156,0,13935759,11502704,15647408,15515567,14330005,12554622,12356485,5388082,0,14396309,8805451,0,13936275,9267802,0,summer_mute
3550267,8351609,0,2234663,7035746,0,13087414,7496039,0,14269626,12034981,0,13612208,11506063,14862534,15918817,13023669,9864837,7886946,13148323,0,14733775,7296337,0,14401981,8085604,0,summer_mute
2693903,5653814,0,2101768,4009246,0,2759442,6707023,0,1969671,5126963,0,10651507,9204834,12559763,9006425,13678499,11309436,6833214,9793900,0,13810856,8217422,0,8612183,12560533,0,summer_mute
14663586,11899516,0,10386535,12491653,0,14336435,4994606,0,13414563,4402730,0,16044207,15319456,13411977,16243124,16377280,16510938,14721419,12482916,0,14529942,16179392,0,15387049,10319198,0,summer_mute
9270380,11770512,0,10320748,13414559,0,12164249,7954526,0,4140329,8087397,0,11767419,14533815,8478029,14930119,13281951,0,12949138,9460054,0,13215641,8476492,0,13479841,8017994,0,summer_mute
10909828,5322833,0,8673135,10713493,0,9466762,3745090,0,10124950,5126747,0,14857132,14264738,12751507,14922411,14000280,11567743,11760258,6698320,0,14662586,11040125,0,13541792,7622245,0,summer_mute
6245705,9863548,0,9930628,5523783,0,9337724,2759708,0,3679780,10390923,0,15324880,3681838,5787471,15190979,15454666,14862014,12947864,10312037,0,14730170,12360594,0,13875378,5259585,0,summer_mute
7624780,3152659,0,8610385,12426632,0,8150865,10847088,0,10452077,4139299,0,14529948,11898746,15650496,14398107,12294535,0,12813185,9261903,0,14530212,11765615,0,13871765,7754309,0,summer_mute
9070945,4072996,0,11833477,5652542,0,0,0,0,6110769,12493205,0,15715773,7294020,13543065,14991023,13938081,11439230,8408911,13475222,0,15518654,8674390,0,14333352,7031882,0,summer_mute
10847353,14662572,0,13611424,10848119,0,0,0,0,2493442,5454381,0,15385522,13084053,14267298,16043451,15450542,13738639,11963778,8937810,0,14202019,8345928,0,13807261,8940382,0,summer_mute
8416874,11442579,0,8286313,11377557,0,8482676,2826267,0,10327190,3944494,0,14469310,13678763,11837075,13745332,14009531,14338757,12690852,9465459,0,14204335,11704205,0,13152938,8416361,0,summer_mute
4337196,7165525,0,9401716,11640224,0,9402487,6770510,0,9664636,7099993,0,13349035,11901329,14336199,12296097,9862788,0,11763340,9262946,0,13084844,11308683,0,12625059,8414052,0,summer_mute
9735307,12432048,0,12429984,9930624,0,10194571,7233628,0,9534837,6509132,0,14732224,13942450,12692638,14997715,14471368,13747389,12426907,9925231,0,14864328,12889504,0,13614257,7562075,0,summer_mute
7955555,10652551,0,12888993,9992045,0,9006441,4798775,0,6507850,9203819,0,14600897,13940650,13215384,13942972,13481389,12755864,12161161,9133657,0,13875887,9333343,0,13810351,10583925,0,summer_mute
13872011,15581599,0,10581076,13476994,0,3745308,11440768,0,3417114,11177340,0,16110000,14858904,12884599,16309179,16043949,15253146,12747120,8799799,0,16111802,11763035,0,15056540,9660236,0,summer_mute
11112574,7033156,0,6835777,12231053,0,6770252,3482914,0,3680548,7098444,0,14596266,12753544,13805979,14662574,15321535,13542806,8735818,11170933,0,14795190,9134675,0,13939363,9201498,0,summer_mute
5587774,9930106,0,11377295,7363668,0,10850956,7429978,0,8943730,2102809,0,14205105,15456718,12099727,15259082,14732221,13547690,13277857,8805213,0,14535359,11308157,0,13942193,5850175,0,summer_mute
3487037,7564400,0,4934483,8354430,0,2961208,7236722,0,3224895,7763838,0,14471893,15130855,13551047,12957621,13615808,12364714,9597820,13350333,0,15197155,12431789,0,13221567,6248029,0,summer_mute
10052697,4006693,0,14068388,11239547,0,6174518,10584193,0,10056053,5451827,0,15184547,15646388,0,14062465,12943731,14986656,10900819,13336444,0,14657947,7750201,0,14657947,9261384,0,summer_mute
10584686,8875615,0,12228744,7821903,0,4796973,7758426,0,8743266,4732207,0,12884097,14397336,0,14068115,11964283,9927274,11429984,13076604,0,13476748,10976616,0,13542282,9004629,0,summer_mute
5126198,8020321,0,6442575,9534847,0,7625303,10979976,0,2958632,9008504,0,14137270,12361116,15584977,14597819,12293778,8150108,11433347,7225159,0,15191497,10057335,0,12623773,4073511,0,summer_mute
4468514,6441787,0,6507582,8612700,0,2429964,3679515,0,2627339,4140321,0,13216917,12624523,11702907,9993063,9269598,8085840,9662046,6767412,0,13480604,10255976,0,12097923,6835775,0,fall_dark
12361374,10123897,0,11307658,6768193,0,12032679,6046541,0,7361630,12493226,0,15059660,14532030,13938352,15389653,14862278,14004914,10838129,13670821,0,14729664,12885919,0,13939636,8344922,0,fall_dark
3808797,10975343,0,9001806,12819603,0,12033186,7361112,0,7099998,12890294,0,16313835,16181478,15851227,14401211,13544101,12293259,14656683,10507614,0,15323339,10120289,0,14928325,9924711,0,fall_dark
5979957,2167567,0,13480353,10714986,0,0,0,0,5784381,3613986,0,13478807,12754310,14137769,13677733,9664359,0,11108210,7227968,0,13809577,9992553,0,13281686,8742487,0,fall_dark
8214083,11702141,0,8017479,11899008,0,10121836,4730666,0,10980483,3874842,0,14467504,14072228,13413527,14270385,13479065,12424574,9720913,13080723,0,13743007,10778725,0,12886158,7752766,0,fall_dark
10392455,7299417,0,5523267,9404788,0,10851723,7233371,0,10719109,7298396,0,13746602,13220259,12496024,11314591,13879735,12498602,10717055,6572103,0,13483690,7034194,0,12431263,8285543,0,fall_dark
6763554,10053199,0,6307890,9793108,0,4203038,10845550,0,3284250,7361615,0,12161151,13937548,12950920,16310203,14261623,8469026,14390141,9983309,0,15186321,10975072,0,15385501,8869444,0,fall_dark
9467243,6703938,0,3415320,14071726,0,13678512,6965823,0,10059897,4730149,0,14199188,12622213,11241074,14728358,15584439,16112842,10709089,14720922,0,15451570,11240307,0,14860204,9925477,0,fall_dark
11048070,14076095,0,8877930,5062711,0,7298650,10917779,0,9009521,5654334,0,12890533,11310473,12100759,15521225,14336690,12559765,10120806,13284523,0,12955808,10850431,0,13679532,8349789,0,fall_dark
4994087,11968141,0,1905934,2563605,0,10453369,3679003,0,2102285,3153173,0,12096894,10847085,13610392,14400937,12886669,9134415,13213596,7817797,0,13676447,8214346,0,13150617,8741716,0,fall_dark
11503996,13018263,0,12031627,6637118,0,8215639,12228499,0,11637388,6703172,0,15521236,13479330,8411984,15521491,14532792,13281177,13673376,11433329,0,15588052,12227975,0,13939883,7031617,0,fall_dark
7097921,11241332,0,8412751,12687749,0,3616045,11312283,0,10453625,3483427,0,15184540,14461072,15517621,14264210,14856862,13541515,12875117,10896187,0,13475463,6439220,0,14133135,10512985,0,fall_dark
11442317,6903117,0,7100753,12297883,0,4205097,11245201,0,3548707,10717570,0,15918814,15588305,15191741,15191743,13742755,10848123,9712433,12744309,0,14731454,8414041,0,14007213,7291966,0,fall_dark
3354174,7890020,0,13151910,9139058,0,9733518,4076096,0,5259848,11572886,0,15851731,15191746,14333611,13673367,8344655,0,12620947,7687514,0,15652295,9598326,0,14664118,7822176,0,fall_dark
4401440,7690574,0,8745320,4471093,0,4075051,8086876,0,9336690,4207407,0,13939628,12361879,10388346,11043446,13609118,12161669,11889000,8075573,0,14994628,9662048,0,12953245,7360840,0,fall_dark
10843740,7489330,0,5848621,9068877,0,3417121,9470333,0,2891293,8811373,0,14921366,12287073,0,13736307,12552035,14854791,13072490,10637121,0,14262921,10314058,0,13275504,8014131,0,fall_dark
6835528,11177091,0,9400678,11440776,0,3612703,10782853,0,4665647,9533559,0,14399399,15057587,15847879,14597809,14399402,13938593,11172727,14134697,0,15190205,12359050,0,14597295,9924967,0,fall_dark
4993834,9006689,0,0,0,0,0,0,0,0,0,0,13414561,12491911,0,13809319,6772299,0,11831678,4334366,0,13347738,9198147,0,13281940,7818295,0,fall_dark
12690856,8742506,0,11638684,6309708,0,6575975,12233653,0,11837866,5326419,0,15717592,15058890,13940922,15783640,15453904,15124936,14391714,12410993,0,14665157,9265764,0,14664644,8215910,0,fall_dark
4537139,5984068,0,5062968,7826010,0,5523265,2170655,0,2368291,6051150,0,9994603,11575691,0,8021073,10324597,9336931,6570809,9532259,0,11510155,7889488,0,9600617,6377023,0,fall_dark
8941153,13020572,0,5849913,12032129,0,3877154,13089458,0,4403240,13616318,0,16309444,16176056,15714476,16378065,16110776,14728352,13666431,11295570,0,15451309,12490112,0,15387313,9595483,0,fall_dark
6054766,2368047,0,10913916,14007727,0,1182497,1839138,0,9139568,3746868,0,14928312,14334630,13412757,3619910,12758945,0,12352889,3415591,0,14467762,10521216,0,13874338,4143681,0,fall_dark
6047564,3219502,0,12297641,6177351,0,10652820,6509405,0,12823212,11703448,0,14928330,10453638,13085869,15850203,15060685,0,14324383,12542323,0,15192272,11700105,0,14730437,8084579,0,fall_dark
11966105,9923178,0,11766922,10117977,0,9534085,4469567,0,9730950,3613233,0,14663873,13348527,12359833,14532801,14862281,14006971,13011864,10898778,0,14337221,11307658,0,13677492,8279642,0,fall_dark
4535858,7430235,0,10983053,7824990,0,3746857,10456199,0,10983572,3812649,0,14599610,13611945,12229779,12492951,10783106,9073003,11174527,7227719,0,14796989,6836296,0,12625821,6640206,0,fall_dark
5585463,3941414,0,8677473,9862003,0,3877161,8482924,0,8943218,4272693,0,13349799,12888989,11572614,13678768,10978936,0,8271422,5513251,0,13481645,9596773,0,12625305,7358277,0,fall_dark
5912880,8347478,0,7492425,10189681,0,5387569,2626578,0,4797750,13349302,0,12095622,15847112,14464172,16577776,15980237,13805726,9524049,14657709,0,15190210,10844014,0,15388104,10450541,0,fall_dark
4730658,9137757,0,0,0,0,0,0,0,7561821,2166539,0,12557956,3283731,9662558,14533298,9333336,0,12288642,7947069,0,14533556,8477257,0,13281686,7228478,0,fall_dark
3615263,8349009,0,9334875,13217694,0,8152409,3220251,0,11573648,4931902,0,15913148,16309967,14595487,15519419,14399393,8155240,13733252,11165010,0,15914180,12820107,0,14861491,9792863,0,fall_dark
7165776,10915200,0,13086628,8284770,0,4929845,10189684,0,6047812,13084319,0,16309193,15583153,13738635,11568243,9331800,14464677,9199709,14132642,0,16114388,9136223,0,14597807,8938072,0,fall_dark
4268817,7946532,0,10708796,7158556,0,4333325,7227440,0,3480072,6964531,0,13207896,11957319,9129521,11364414,12088648,10311731,8928549,11100479,0,15647376,10903865,0,11431492,5122585,0,fall_dark
5781291,9727066,0,9201239,5781550,0,3545109,8738896,0,8870485,3281935,0,11828844,13207668,14457222,12746857,11103576,14260358,11625827,8994625,0,14327172,10248530,0,12157294,8803657,0,fall_dark
7362122,11638152,0,12626074,7624777,0,2956827,11376015,0,10981258,3088671,0,16246490,13479327,10846060,15783111,12358272,3743770,8472132,12881553,0,15720662,7687743,0,13610913,4993576,0,fall_dark
8148574,12686991,0,10055023,13543328,0,3287625,9995153,0,0,0,0,16043968,12682619,0,15912896,14462364,9986141,14129559,9914716,0,15716289,9527656,0,15451574,10578028,0,fall_dark
10917515,8022884,0,5194047,9140591,0,0,0,0,4537151,11051682,0,13680048,6376778,10784130,15128006,14798785,14404026,12747910,9326932,0,13877942,8481373,0,13350567,6507851,0,fall_dark
8808280,10912880,0,7822412,9992034,0,8085846,4140071,0,8216144,3878187,0,12226161,13212028,14462353,14857113,13804167,12357235,12223606,9197385,0,14332565,9594960,0,12949885,9003598,0,fall_dark
11572628,11375761,0,10388353,8283752,0,0,0,0,0,0,0,13610152,12952991,13875383,14070187,13347235,14794425,12754082,9068136,0,12031120,13742507,0,13347495,8610663,0,fall_dark
6377541,8744540,0,8678749,12625553,0,8283742,6310468,0,5325118,11707549,0,14928308,11307637,13347217,14599856,12822418,0,9789533,6960951,0,14205357,10388080,0,13546911,9203038,0,fall_dark
4994610,8613478,0,7889239,12429213,0,12231328,6639953,0,11245206,4338740,0,15389906,12297112,13875890,15325398,14270651,12558489,12682645,7092034,0,14732746,5257781,0,13349293,5060660,0,fall_dark
6439996,10123113,0,10452592,6900031,0,5452072,9266010,0,9989218,5386538,0,10909798,12948868,14266792,12949126,11239022,14135721,10840679,13940657,0,14004640,10646372,0,12555654,9134421,0,fall_dark
3088672,2824987,0,11505802,7691354,0,10256518,5455171,0,4206906,11442080,0,14138035,12754840,14994119,14730178,13938604,12951450,12947611,8605523,0,15193555,10385779,0,14270654,10978173,0,fall_dark
7823696,11311237,0,6969417,4208430,0,4010279,6970447,0,3747883,7891297,0,12231044,12691344,11440249,12362118,10979184,9729376,8213065,10714996,0,10782062,8346441,0,11111539,7821641,0,fall_dark
0,0,0,9664366,11637641,0,0,0,0,0,0,0,13149332,13675163,13873058,14135455,14793387,13478042,12225417,9266019,0,12491147,14135969,0,13478300,10188659,0,fall_dark
9008508,4534840,0,8679031,11968680,0,5062473,11507620,0,5523797,11048355,0,14995409,15853545,13349298,15325148,15721704,14468556,8468814,13201806,0,15458272,10519430,0,14271688,8806505,0,fall_dark
2300704,8285284,0,5653824,11837847,0,3418926,8222071,0,0,0,0,15523541,14864838,0,14996165,13809317,11046267,8801356,11830658,0,14074550,10979449,0,14074291,8939871,0,fall_dark
10520175,13151639,0,8154194,11048571,0,10850170,3880226,0,4012073,10391417,0,14926255,14136215,13413003,15980490,15715513,15319463,12681088,14921385,0,14532521,11900283,0,14662563,8612178,0,fall_dark
9270640,5193021,0,11178634,13349803,0,10257532,5126195,0,11441039,4927533,0,14860982,15979721,14136741,15584709,14334641,13150110,13732744,9916492,0,15782602,10911355,0,14268589,8478809,0,fall_dark
4141361,9929338,0,2432289,8547944,0,0,0,0,11778231,2828334,0,14207162,12691605,10585973,13877170,11244423,12692125,7356227,10712436,0,13548464,10322292,0,13153190,8150872,0,fall_dark
7557443,12489598,0,4009254,9793627,0,3285021,10916494,0,2628632,11181721,0,14527127,12685180,7883836,14921367,13671043,15910064,8469820,11894903,0,13146498,9068878,0,13737864,7949631,0,fall_dark
5585711,8939863,0,7885889,9662815,0,3680808,7692637,0,3615787,8481637,0,15254710,13609366,10780265,15058361,13412760,14399656,13270656,9521479,0,15849934,11306867,0,13939105,8148809,0,fall_dark
12491909,9201488,0,8937036,11372145,0,12295306,10452587,0,9664104,4664865,0,14596766,15320235,13215628,15254701,16176830,14398620,12683134,9197131,0,14597799,10978413,0,14135707,8213573,0,fall_dark
8216137,12426891,0,8937287,12424572,0,4927780,11835271,0,4401182,10780527,0,14004117,14466471,13411204,14137247,14730934,0,9712430,12346971,0,13544081,6699305,0,13741459,10180933,0,fall_dark
2760476,6707792,0,7168087,10194564,0,2038040,7170152,0,8221296,2498847,0,14537675,14010302,13417650,12364448,4864050,9401965,4988958,9263703,0,13484727,6245954,0,12233118,5390135,0,fall_dark
5388845,9071964,0,13286064,4140066,0,0,0,0,5851456,13614775,0,16247008,15455430,13808802,13740952,11108714,12424577,13077119,8075823,0,15389124,9662042,0,8806991,14664628,0,fall_dark
2299666,8937281,0,11832938,8542010,0,4336678,12031875,0,4468005,11439480,0,15190181,15652024,14465686,14992023,14069376,12356447,10106147,12739659,0,15586744,11501396,0,14268046,8013871,0,fall_dark
5584942,9860970,0,5190700,9598573,0,0,0,0,3615533,12103087,0,15978439,14331297,8216150,15845307,15252141,16176847,12944003,9981781,0,14398629,9332827,0,14463653,7425350,0,fall_dark
7692370,11968655,0,8150607,12033678,0,5587258,11313045,0,5520951,10456967,0,14799302,13414045,11306095,14733765,14997451,14470336,13410968,11496292,0,13810602,9331540,0,14140597,9068369,0,fall_dark
7428429,3353384,0,6704447,9336424,0,2696487,8287349,0,3156779,8616825,0,15388867,14993851,14336433,14598322,11045242,5390391,11628401,8140858,0,9270114,15259853,0,13217953,6047035,0,fall_dark
5193523,7955279,0,3023127,5389614,0,2760473,10720135,0,3616295,8088158,0,14860950,12885875,10517074,16643563,16048070,14005135,10314318,14659494,0,15323826,10188888,0,15060403,9465939,0,spring_light
10647902,13937295,0,11769999,6175793,0,10254185,4335383,0,4861220,10585983,0,15124411,15322051,14400945,15712937,14988953,0,11954533,14393239,0,14597035,9134927,0,14661540,10250583,0,spring_light
12097158,14795442,0,10321521,4073249,0,3548708,9076864,0,9731447,3351587,0,14596782,13281433,15651012,16309197,16110531,15846586,11169641,15057079,0,14531501,11701887,0,15058356,11043189,0,spring_light
11505016,5586227,0,14925731,15254440,0,14665915,8019019,0,5586481,13284001,0,15648682,13082242,0,15846576,11837860,6247021,12738133,14123893,0,13278334,15515811,0,14529173,8806992,0,spring_light
9994102,6442827,0,4996925,9140338,0,4866118,10324875,0,4275266,9667459,0,14535355,14602691,14074290,14663596,14798783,14730933,13201271,10501705,0,14800071,12228489,0,14073517,9987429,0,spring_light
12426894,9006173,0,11901841,6768961,0,0,0,0,9138024,4665392,0,15122352,11635581,7162688,14992307,13873826,0,13932945,11233891,0,14597810,8411467,0,14464420,9003093,0,spring_light
0,0,0,3219486,7360074,0,0,0,0,3877163,4206901,0,14136755,2497083,8285293,14597822,13149600,0,11624802,13933467,0,14400692,12488069,0,13609125,6767425,0,spring_light
9857890,12687242,0,11042416,5913141,0,12359825,6307642,0,6373435,12756638,0,14992564,12029827,13544348,16177606,15453112,13739668,10112594,13928839,0,14596780,8936275,0,15255734,11435894,0,spring_light
10913920,13150882,0,9005920,4994094,0,2497047,9533814,0,3022108,12232611,0,14926005,13741987,11110527,14268329,15452608,13149332,11033176,14195095,0,13741733,11307649,0,14268072,10516846,0,spring_light
12889254,9665142,0,5521982,9600117,0,5525338,9935269,0,5260366,8285814,0,14469574,13811131,13086378,14534592,14864330,15260118,13466506,9646660,0,14864844,11241855,0,14074299,9660776,0,spring_light
4602169,10389889,0,5653054,8942187,0,2300703,8023408,0,2892068,9273477,0,15319482,14070955,16109774,15188409,14333358,15846343,13606820,6632502,0,14663860,9004380,0,14203055,8938592,0,spring_light
11113863,6772301,0,11706004,6180165,0,3417636,10521992,0,0,0,0,14401715,15389899,0,14466993,15256769,12890532,11563374,14203827,0,13809577,11769994,0,14073005,9005408,0,spring_light
3745567,7098694,0,8414040,10913402,0,5983819,2628890,0,8350314,4207154,0,14266789,13609118,12951187,10648946,9596001,11701120,11035236,7024945,0,12754325,8475981,0,12490894,7162948,0,spring_light
10720144,8153964,0,8943481,3813937,0,3878705,9474200,0,3024681,9603985,0,14535882,14997462,13746106,14469829,12955558,13679798,13073551,10303300,0,12823719,6570812,0,13153711,9200995,0,spring_light
13546145,10846575,0,11373945,7293757,0,5126708,12166557,0,4798001,11377040,0,16177093,16375501,15387063,16242887,16375759,16510177,14783635,15519944,0,15978944,14728108,0,15848128,12224123,0,spring_light
9860195,13479067,0,7162688,5059630,0,4598826,9927288,0,15717062,0,0,12096387,16243915,0,16110529,14991790,13873306,12744301,10044221,0,15387580,11240565,0,14794926,9594713,0,spring_light
11044223,6308155,0,11440009,5519155,0,4664622,11508638,0,4074029,10982039,0,14927557,14333876,13543331,14994633,14531253,15390165,14001061,9195342,0,14136751,8343112,0,14334902,10778222,0,spring_light
10715508,12823200,0,11177088,8349278,0,4928816,12958136,0,4075049,12431019,0,15520715,14927550,15784662,14268587,15849683,15124156,13931678,12084591,0,14665664,12624020,0,14730425,9134426,0,spring_light
14006957,10453621,0,3220251,8217173,0,1512468,11513777,0,1643282,10853270,0,13940133,12229258,9532004,15651265,16178384,16444385,13270645,7353647,0,14598322,8807251,0,15388609,10056550,0,spring_light
4205864,11568756,0,6177079,10648170,0,3548191,12227464,0,4468264,9859688,0,15912893,15121830,14133649,15649720,14661537,13081991,14854815,10313811,0,15783106,12883583,0,14596004,4993834,0,spring_light
12428958,9731445,0,12296601,9928308,0,3615022,12759992,0,3351592,11904683,0,15192010,14599356,13808810,15389647,14929866,15587798,13075590,11097945,0,14665923,12097421,0,14599871,9331296,0,spring_light
6374186,9728853,0,8083514,11571058,0,9137494,3940111,0,4926490,9794908,0,14400416,12951681,10977119,12162679,13808020,10319963,12225911,8475453,0,14598565,10188376,0,13083782,8215106,0,spring_light
2365713,4930868,0,9338484,4535855,0,1511950,6840667,0,1577489,4406590,0,13741215,14663089,12622217,12557197,10649457,8020561,6831932,10580077,0,12623758,8545878,0,12229515,7756363,0,spring_light
6968651,14474714,0,0,0,0,4140583,11050133,0,4864565,11774116,0,14929600,11440002,0,15593970,14075838,0,10902610,12489094,0,14665914,12886672,0,14337463,10846577,0,spring_light
0,0,0,5590087,9007975,0,6706511,11114122,0,10324091,6377545,0,13147518,5982012,10516834,14660239,14067849,13146493,12348507,10112061,0,14793625,12620665,0,12884607,6835779,0,spring_light
7556399,10778967,0,13542783,10909010,0,4467745,10059894,0,5258290,11310213,0,15712931,16175800,14529172,15250834,13669228,10512965,14120800,10307376,0,15979703,11500370,0,14793370,9526077,0,spring_light
9005672,13020589,0,9992565,4861482,0,11967392,4793896,0,6374468,13613756,0,14466237,15059145,13677746,14400186,13149861,15455446,12487053,14730436,0,14138297,12822437,0,13808562,7886934,0,spring_light
7099995,10190977,0,6835790,10454405,0,0,0,0,0,0,0,15979985,15319740,13410200,15914709,15253694,13871010,14321297,9517888,0,16180196,12750731,0,15386821,11631483,0,spring_light
11569797,7228490,0,4598058,10714747,0,5716027,11965852,0,4993078,11966624,0,16043207,15647161,14790827,15910850,16109000,15187384,14918052,12548476,0,14660010,10580071,0,15187382,12356231,0,spring_light
4866108,7956577,0,0,0,0,0,0,0,0,0,0,14272447,12823713,0,9339001,3551789,0,12616058,9392204,0,13877431,8283999,0,13285295,8679530,0,spring_light
0,0,0,11307123,10451816,0,8877416,3681066,0,10583918,6176309,0,12030070,11240041,7356724,12295303,8502244,5135215,10845287,1643796,0,10976612,12822417,0,10785157,4206637,0,spring_light
12823203,10125948,0,6704196,10520192,0,4535861,9402485,0,4075309,8022118,0,14335668,13874346,12821656,14269875,14665148,15192526,10844536,13610668,0,13216931,10649976,0,13875117,11175808,0,spring_light
9338489,4011060,0,8680042,12035740,0,0,0,0,2497820,8486013,0,14271927,12627874,15653322,15456201,14929598,14205876,11957107,9388355,0,15257786,10915710,0,13811375,9137768,0,spring_light
10917010,4865083,0,9666171,4601653,0,2759965,6706518,0,2431515,5588295,0,14399923,12557717,6177855,14794937,13677481,6374980,13608617,10183527,0,14203059,11635072,0,13413283,8017749,0,spring_light
10387064,13217966,0,0,0,0,5191736,11639203,0,6376015,10388877,0,15195365,14733012,13020593,13745851,7758943,0,13201027,10039616,0,14667214,11635066,0,13942719,8738389,0,spring_light
8216661,12625303,0,9072481,13678246,0,12431020,6508363,0,12954016,14666180,0,16444384,16245203,15386812,16311513,15585221,13611431,14394785,11231588,0,16115418,11833990,0,15388610,9202274,0,spring_light
5521199,1511694,0,3351835,5258541,0,1970701,7560528,0,2233872,7758161,0,12625805,11243386,9335135,12361862,13415581,10650993,10445917,5450532,0,11836285,6506553,0,11638140,6835518,0,spring_light
5455675,9469554,0,6639688,8614247,0,4339513,8288632,0,4799552,11052966,0,10914684,12758946,11770765,13088424,14602438,13812150,12949133,9195337,0,10191987,13352114,0,12363930,8546140,0,spring_light
7032898,11242620,0,9795173,13940129,0,12691358,5850431,0,13613228,5589058,0,16047564,16179666,16377303,15717569,12952978,8480086,14592158,10642526,0,15651778,8347728,0,15191226,8611159,0,spring_light
3021341,7032395,0,4665138,9992827,0,12096405,11109767,0,2563109,10652818,0,14926782,15715017,14661293,14662324,14398635,14334132,10578028,13080732,0,15586772,12161159,0,14334903,9464682,0,winter_dark
0,0,0,9008244,14009796,0,6903384,4140589,0,4009775,9272701,0,12623504,16114390,14598837,11702400,11176313,10518383,10442067,8336177,0,11770002,15786206,0,10452594,15324361,0,winter_dark
3221541,9398865,0,10187868,12491132,0,4731947,12160366,0,5324341,3089695,0,14925733,14530458,13871240,14266773,12292983,7952199,9919564,12881270,0,9397587,14134922,0,13477257,8674120,0,winter_dark
3352361,7824226,0,1773074,1116687,0,0,0,0,0,0,0,14071471,12622996,0,13809071,10651268,0,11103602,12619670,0,13479333,9990759,0,13677227,10516856,0,winter_dark
10914683,4668215,0,11111541,6968905,0,4007969,11441035,0,3679517,11638153,0,16110009,15714476,14925219,16111041,12228998,4338476,12285287,13932679,0,14070166,11371368,0,14464413,4076333,0,winter_dark
12098713,7888476,0,8281946,11966354,0,3743777,10847880,0,11044225,4336423,0,14860987,15453381,14269364,15387849,14861760,14204091,13406875,11758195,0,14334127,11963778,0,14400695,11306371,0,winter_dark
3350041,8608835,0,3612698,9002829,0,0,0,0,1250076,6049104,0,15976627,15383715,14856081,15843753,16174777,15185045,10839127,14199969,0,14990239,8670520,0,15056291,11106658,0,winter_dark
