b1,s1,v1,tone,saturation,brightness
0.08662734375,-0.29683257918552036,0.41568627450980394,warm,soft,dark
0.03138828125,-0.3556193208990914,0.30196078431372547,warm,soft,dark
0.0289125,-0.3864052287581699,0.3803921568627451,warm,soft,dark
0.07136171875,-0.30196078431372547,0.3411764705882353,warm,soft,dark
0.0522875,-0.3297119804859743,0.3176470588235294,warm,soft,dark
0.16042109375,-0.16429844665138782,0.403921568627451,warm,soft,dark
0.1696109375,-0.13403625601183872,0.32941176470588235,warm,soft,dark
0.1447453125,-0.1806938159879336,0.36470588235294116,warm,soft,dark
0.0810640625,-0.3282319707544034,0.4235294117647059,warm,soft,dark
0.11353984375,-0.23428401663695778,0.27450980392156865,warm,soft,dark
0.04730546875,-0.3686274509803922,0.3803921568627451,warm,soft,dark
0.09956953125,-0.3027906598323977,0.44313725490196076,warm,soft,dark
0.03104296875,-0.412274685659017,0.37254901960784315,warm,soft,dark
0.04927265625,-0.38608095598754527,0.4117647058823529,warm,soft,dark
0.07681796875,-0.3431625010519229,0.4117647058823529,warm,soft,dark
0.07190390625,-0.28351418237197795,0.3058823529411765,warm,soft,dark
0.08770703125,-0.307516339869281,0.20392156862745098,warm,soft,dark
0.175953125,-0.17606792717086836,0.3764705882352941,warm,soft,dark
0.0552421875,-0.32306170174491816,0.35294117647058826,warm,soft,dark
0.07030390625,-0.30868347338935576,0.43137254901960786,warm,soft,dark
0.1286078125,-0.1619607843137255,0.2823529411764706,warm,soft,dark
0.12236953125,-0.19925808161102276,0.2235294117647059,warm,soft,dark
0.0881109375,-0.2519607843137255,0.2980392156862745,warm,soft,dark
0.0321625,-0.3798950566141949,0.3333333333333333,warm,soft,dark
0.09548046875,-0.2836866726385986,0.27058823529411763,warm,soft,dark
0.10523515625,-0.2581796897863623,0.28627450980392155,warm,soft,dark
0.07927890625,-0.24943553178847291,0.27450980392156865,warm,soft,dark
0.0816546875,-0.31734539969834086,0.2627450980392157,warm,soft,dark
0.1376234375,-0.22517507002801115,0.3764705882352941,warm,soft,dark
-0.0016,-0.39968805704099825,0.18823529411764706,warm,soft,dark
0.0667109375,-0.2922046867527499,0.30196078431372547,warm,soft,dark
0.006221875,-0.3651683314835368,0.32941176470588235,warm,soft,dark
0.0899203125,-0.29696078431372547,0.2823529411764706,warm,soft,dark
0.1014359375,-0.3044817927170868,0.43137254901960786,warm,soft,dark
0.1229640625,-0.22609871534820827,0.40784313725490196,warm,soft,dark
0.02496796875,-0.27766171889316477,0.33725490196078434,warm,soft,dark
0.06892421875,-0.2811815635345047,0.403921568627451,warm,soft,dark
0.0935328125,-0.2956827574078959,0.37254901960784315,warm,soft,dark
0.10210546875,-0.26726690676270504,0.26666666666666666,warm,soft,dark
0.099571875,-0.30376258611552726,0.3686274509803922,warm,soft,dark
0.0408328125,-0.3701426024955437,0.3607843137254902,warm,soft,dark
0.051515625,-0.3519607843137255,0.2823529411764706,warm,soft,dark
0.0573265625,-0.29265845873233015,0.3411764705882353,warm,soft,dark
0.1358953125,-0.1829131652661065,0.3215686274509804,warm,soft,dark
0.1117546875,-0.23773314203730272,0.4627450980392157,warm,soft,dark
0.04624140625,-0.381030551755586,0.3411764705882353,warm,soft,dark
0.17049921875,-0.17494656630424685,0.3254901960784314,warm,soft,dark
0.0520421875,-0.3724271055572488,0.2549019607843137,warm,soft,dark
0.14625,-0.16862745098039217,0.3333333333333333,warm,soft,dark
0.0686734375,-0.3345189238486092,0.3411764705882353,warm,soft,dark
0.0677828125,-0.28940039784029553,0.30980392156862746,warm,soft,dark
0.08904921875,-0.3434241989478718,0.4627450980392157,warm,soft,dark
0.14207421875,-0.15300245098039217,0.25098039215686274,warm,soft,dark
0.035684375,-0.3584630264661919,0.37254901960784315,warm,soft,dark
0.149959375,-0.19879336349924587,0.36470588235294116,warm,soft,dark
0.14947578125,-0.1849964985994398,0.3764705882352941,warm,soft,dark
0.0832328125,-0.32140522875816996,0.34509803921568627,warm,soft,dark
0.0839921875,-0.2999903409639718,0.29411764705882354,warm,soft,dark
0.03585703125,-0.3147461724415793,0.3568627450980392,warm,soft,dark
0.114428125,-0.2332383173533731,0.38823529411764707,warm,soft,dark
0.07939765625,-0.28767507002801124,0.3764705882352941,warm,soft,dark
0.20729765625,-0.13112745098039216,0.4392156862745098,warm,soft,dark
0.07813515625,-0.32338935574229694,0.3764705882352941,warm,soft,dark
0.01254140625,-0.4296203587818106,0.4196078431372549,warm,soft,dark
0.09814375,-0.29143446852425187,0.39215686274509803,warm,soft,dark
0.1808140625,-0.14214770020157597,0.33725490196078434,warm,soft,dark
0.0973,-0.2577747378020976,0.17254901960784313,warm,soft,dark
0.1772796875,-0.09616368286445012,0.30980392156862746,warm,soft,dark
0.08016484375,-0.2919151222132689,0.3568627450980392,warm,soft,dark
0.10730390625,-0.24555052790346912,0.2627450980392157,warm,soft,dark
0.0981796875,-0.27119155354449476,0.2627450980392157,warm,soft,dark
0.02213046875,-0.3879256965944272,0.39215686274509803,warm,soft,dark
0.09163125,-0.2574192995975683,0.396078431372549,warm,soft,dark
0.082446875,-0.3217032735841117,0.4117647058823529,warm,soft,dark
0.1665921875,-0.17708768786702497,0.27058823529411763,warm,soft,dark
0.16310234375,-0.15002945384162247,0.4117647058823529,warm,soft,dark
0.088209375,-0.2930055604331285,0.28627450980392155,warm,soft,dark
0.10574296875,-0.23665466186474587,0.07450980392156863,warm,soft,dark
0.12320546875,-0.27507002801120445,0.43137254901960786,warm,soft,dark
0.07862890625,-0.3070455300764373,0.4235294117647059,warm,soft,dark
0.05982421875,-0.3252165982672139,0.3411764705882353,warm,soft,dark
0.02827890625,-0.378066979003991,0.3843137254901961,warm,soft,dark
0.1801671875,-0.1320977706150954,0.3568627450980392,warm,soft,dark
0.1819140625,-0.06828731492597041,0.26666666666666666,warm,soft,dark
0.06838046875,-0.3150920974450386,0.27450980392156865,warm,soft,dark
-0.03701875,-0.3908496732026144,0.3803921568627451,warm,soft,dark
0.02620625,-0.38484366719660834,0.3686274509803922,warm,soft,dark
0.07304765625,-0.2791036414565827,0.1843137254901961,warm,soft,dark
0.08165390625,-0.28940039784029553,0.30980392156862746,warm,soft,dark
0.0831875,-0.2268285091814504,0.23921568627450981,warm,soft,dark
0.06410234375,-0.2986640810170222,0.21176470588235294,warm,soft,dark
0.14150546875,-0.10841239721695128,0.10588235294117647,warm,soft,dark
0.06625390625,-0.3661583151779231,0.45098039215686275,warm,soft,dark
0.04626015625,-0.3352941176470588,0.34509803921568627,warm,soft,dark
0.0837640625,-0.2792335115864528,0.3607843137254902,warm,soft,dark
0.19327421875,-0.16555525435980847,0.34901960784313724,warm,soft,dark
0.0870828125,-0.24970853206147325,0.3686274509803922,warm,soft,dark
0.13874375,-0.18138662163429964,0.3176470588235294,warm,soft,dark
0.1498359375,-0.1392156862745098,0.2980392156862745,warm,soft,dark
0.00633671875,-0.3627202779846116,0.42745098039215684,warm,soft,dark
0.11600078125,-0.21075199310493425,0.21176470588235294,warm,soft,dark
0.0985984375,-0.28732663797226204,0.30196078431372547,warm,soft,dark
0.1110859375,-0.2630227312163803,0.3843137254901961,warm,soft,dark
0.09183359375,-0.26577987979111245,0.2784313725490196,warm,soft,dark
0.15029375,-0.18478016757363736,0.38823529411764707,warm,soft,dark
0.27089765625,0.08722840487546364,0.2235294117647059,warm,soft,dark
0.04590390625,-0.36798949244769674,0.3176470588235294,warm,soft,dark
0.18124375,-0.13632201779390168,0.38823529411764707,warm,soft,dark
0.04893203125,-0.3151475975005387,0.21176470588235294,warm,soft,dark
0.13078984375,-0.15926415510024233,0.19607843137254902,warm,soft,dark
0.07752578125,-0.2870485036119711,0.39215686274509803,warm,soft,dark
0.16018671875,-0.08090815273477814,0.24313725490196078,warm,soft,dark
0.18724453125,-0.12408059998192829,0.34901960784313724,warm,soft,dark
0.13027578125,-0.22923351158645275,0.3607843137254902,warm,soft,dark
0.0648015625,-0.30949216506686356,0.43529411764705883,warm,soft,dark
0.111846875,-0.26772655007949125,0.3686274509803922,warm,soft,dark
0.08793671875,-0.2802216538789429,0.4,warm,soft,dark
0.14104140625,-0.1633364456893869,0.23921568627450981,warm,soft,dark
0.09891015625,-0.27925336073293944,0.396078431372549,warm,soft,dark
0.07394921875,-0.34630040695523495,0.32941176470588235,warm,soft,dark
0.10314375,-0.25429723291185635,0.33725490196078434,warm,soft,dark
0.16646640625,-0.1401517390875948,0.2784313725490196,warm,soft,dark
0.109778125,-0.16002530044275776,0.10588235294117647,warm,soft,dark
0.05246796875,-0.3129060579455663,0.28627450980392155,warm,soft,dark
0.09125546875,-0.281621801262878,0.4235294117647059,warm,soft,dark
0.051753125,-0.3660384542166381,0.3058823529411765,warm,soft,dark
0.11221484375,-0.2645178619392963,0.3568627450980392,warm,soft,dark
0.1016953125,-0.24962433571559467,0.33725490196078434,warm,soft,dark
0.16310234375,-0.15002945384162247,0.4117647058823529,warm,soft,dark
0.039884375,-0.36206441125673067,0.2549019607843137,warm,soft,dark
0.14116875,-0.17494656630424685,0.3254901960784314,warm,soft,dark
0.1124734375,-0.15196078431372548,0.047058823529411764,warm,soft,dark
0.1178171875,-0.18813099707968295,0.23529411764705882,warm,soft,dark
0.04695,-0.3263510282161645,0.30196078431372547,warm,soft,dark
0.20356953125,-0.11006889242183358,0.3686274509803922,warm,soft,dark
0.0622875,-0.35727993324989576,0.4196078431372549,warm,soft,dark
0.11954921875,-0.2148320714424384,0.2901960784313726,warm,soft,dark
0.04317578125,-0.35413469735720376,0.4,warm,soft,dark
0.12225390625,-0.20810113519091844,0.39215686274509803,warm,soft,dark
0.136634375,-0.18053221288515403,0.1568627450980392,warm,soft,dark
0.1759140625,-0.15612745098039216,0.4392156862745098,warm,soft,dark
0.09242890625,-0.25565536559451363,0.29411764705882354,warm,soft,dark
-6.5625e-05,-0.44886343918098215,0.3843137254901961,warm,soft,dark
0.0021203125,-0.42196078431372547,0.3803921568627451,warm,soft,dark
0.06711015625,-0.351726042529688,0.3333333333333333,warm,soft,dark
0.0898859375,-0.2700020214271276,0.25882352941176473,warm,soft,dark
0.19293046875,-0.07743248242693303,0.32941176470588235,warm,soft,dark
0.1203609375,-0.17196078431372547,0.2823529411764706,warm,soft,dark
0.05752734375,-0.32862745098039214,0.3803921568627451,warm,soft,dark
0.1010296875,-0.296078431372549,0.43137254901960786,warm,soft,dark
0.059721875,-0.3395242360903752,0.27058823529411763,warm,soft,dark
0.113321875,-0.2610516934046346,0.3607843137254902,warm,soft,dark
0.06405703125,-0.31277159512453623,0.3686274509803922,warm,soft,dark
0.0550234375,-0.3440660474716202,0.24313725490196078,warm,soft,dark
0.17815234375,-0.06196078431372548,0.2823529411764706,warm,soft,dark
0.04493203125,-0.3796900419556469,0.396078431372549,warm,soft,dark
0.12465078125,-0.18529411764705883,0.20392156862745098,warm,soft,dark
0.25931796875,0.09602916543501823,0.2784313725490196,warm,soft,dark
0.06713515625,-0.3093002338550099,0.35294117647058826,warm,soft,dark
0.09984765625,-0.2253650396328744,0.23529411764705882,warm,soft,dark
0.02815546875,-0.27521659826721384,0.17254901960784313,warm,soft,dark
0.0692796875,-0.33613163858508227,0.2784313725490196,warm,soft,dark
0.09799609375,-0.26252416459541567,0.3333333333333333,warm,soft,dark
0.08405390625,-0.331920298483766,0.4666666666666667,warm,soft,dark
0.11506484375,-0.2695046439628483,0.39215686274509803,warm,soft,dark
0.148675,-0.1558069381598793,0.3137254901960784,warm,soft,dark
0.079109375,-0.27521659826721384,0.17254901960784313,warm,soft,dark
0.0980171875,-0.27405380756953945,0.3411764705882353,warm,soft,dark
0.14784765625,-0.13092006033182504,0.36470588235294116,warm,soft,dark
0.1259578125,-0.21689291101055808,0.36470588235294116,warm,soft,dark
0.093134375,-0.2993176125075581,0.38823529411764707,warm,soft,dark
0.10615546875,-0.26129688389878775,0.44313725490196076,warm,soft,dark
0.0713859375,-0.30683883309421334,0.30196078431372547,warm,soft,dark
0.1586234375,-0.18176373997875012,0.29411764705882354,warm,soft,dark
0.1651328125,-0.1301659125188537,0.41568627450980394,warm,soft,dark
0.1348484375,-0.21349924585218702,0.3137254901960784,warm,soft,dark
0.1063484375,-0.2530524873704941,0.396078431372549,warm,soft,dark
0.06110390625,-0.35027539105529854,0.19607843137254902,warm,soft,dark
0.08966328125,-0.2751089324618736,0.34509803921568627,warm,soft,dark
0.11185546875,-0.1930602607535161,0.24705882352941178,warm,soft,dark
0.16092109375,-0.21796078431372554,0.47843137254901963,warm,soft,dark
0.06459765625,-0.31734539969834086,0.2627450980392157,warm,soft,dark
0.097584375,-0.27119155354449476,0.3137254901960784,warm,soft,dark
0.152590625,-0.15481052524636799,0.2549019607843137,warm,soft,dark
0.1831015625,-0.023433176951762308,0.13725490196078433,warm,soft,dark
0.16031640625,-0.15542613084837895,0.2901960784313726,warm,soft,dark
0.10582578125,-0.24042232277526396,0.2627450980392157,warm,soft,dark
0.19967265625,-0.1533369311027163,0.35294117647058826,warm,soft,dark
0.0568359375,-0.35632971635256044,0.3058823529411765,warm,soft,dark
0.05314765625,-0.3584825234441603,0.4,warm,soft,dark
0.0975234375,-0.2630227312163803,0.3843137254901961,warm,soft,dark
0.13259609375,-0.20618613642640157,0.3333333333333333,warm,soft,dark
0.07646640625,-0.3491830065359477,0.34509803921568627,warm,soft,dark
0.07591015625,-0.3380952380952381,0.43137254901960786,warm,soft,dark
0.0798890625,-0.3201426024955436,0.3176470588235294,warm,soft,dark
0.04702421875,-0.35044563279857394,0.403921568627451,warm,soft,dark
0.05224375,-0.3452787566639559,0.34901960784313724,warm,soft,dark
0.05972421875,-0.36294733139892726,0.37254901960784315,warm,soft,dark
0.045259375,-0.3376415354874344,0.3333333333333333,warm,soft,dark
0.1340828125,-0.16094695942893286,0.34901960784313724,warm,soft,dark
0.05841484375,-0.3048453996983409,0.3137254901960784,cool,soft,light
0.075021875,-0.3197177936595199,0.33725490196078434,cool,soft,light
0.0252703125,-0.41385505744147877,0.38823529411764707,cool,soft,light
0.016790625,-0.4217721050684425,0.32941176470588235,cool,soft,light
0.0825453125,-0.3150920974450386,0.27450980392156865,cool,soft,light
0.04110078125,-0.3834040832827977,0.25882352941176473,cool,soft,light
0.06683046875,-0.33335613315093476,0.17254901960784313,cool,soft,light
0.05625390625,-0.31543228690439906,0.2549019607843137,cool,soft,light
0.060875,-0.31871471101529614,0.24705882352941178,cool,soft,light
0.00534296875,-0.40336923501795086,0.3333333333333333,cool,soft,light
0.088396875,-0.2683159245006414,0.33725490196078434,cool,soft,light
0.10063203125,-0.30016706234063134,0.37254901960784315,cool,soft,light
0.1179703125,-0.2189419163891972,0.32941176470588235,cool,soft,light
0.101390625,-0.289194826866917,0.23529411764705882,cool,soft,light
0.14416328125,-0.1499199679871949,0.26666666666666666,cool,soft,light
0.0715328125,-0.32092630155510476,0.40784313725490196,cool,soft,light
0.10838671875,-0.24953359984770607,0.3058823529411765,cool,soft,light
0.00213125,-0.42124329552448786,0.37254901960784315,cool,soft,light
0.0107359375,-0.42145230973745434,0.4235294117647059,cool,soft,light
0.05297578125,-0.340258656654151,0.4196078431372549,cool,soft,light
0.0662578125,-0.3103719992669965,0.33725490196078434,cool,soft,light
0.04111015625,-0.29265845873233015,0.3411764705882353,cool,soft,light
0.17650234375,-0.1828118481435127,0.4196078431372549,cool,soft,light
0.0986953125,-0.2811815635345047,0.403921568627451,cool,soft,light
0.01771875,-0.3514231499051233,0.22745098039215686,cool,soft,light
0.02936015625,-0.3863828948664893,0.2784313725490196,cool,soft,light
0.16246015625,-0.1672500405120726,0.4470588235294118,cool,soft,light
0.0542359375,-0.3397986221515633,0.3686274509803922,cool,soft,light
